,Payment_ID,Card_ID,Customer_ID,Billing_Month,Bill_Amount,Minimum_Due,Amount_Paid,Payment_Date,Payment_Status,Late_Fee
277,P0000278,CC01157,C03783,2025-02,174447.15,8722.36,174447.15,2025-02-10,Paid,0
278,P0000279,CC03098,C01831,2025-11,77795.57,3889.78,3889.78,2025-11-17,PARTIAL,500
279,P0000280,CC01725,C00842,2026-01,4052.59,202.63,0.0,2026-02-14,MISSED,250
280,P0000281,CC03253,C00786,2026-02,8456.91,422.85,5919.84,2026-02-13,PARTIAL,0
281,P0000282,CC02063,C00602,2025-04,14598.41,729.92,4379.52,2025-04-10,PARTIAL,0
282,P0000283,CC01876,C01083,2025-09,21396.47,1069.82,21396.47,2025-09-17,Paid,100
283,P0000284,CC01374,C04474,2026-02,1418.37,70.92,425.51,2026-03-02,PARTIAL,250
284,P0000285,CC01725,C00842,2025-12,10308.32,515.42,3092.5,2025-12-30,PARTIAL,750
285,P0000286,CC01619,C01903,2026-01,34116.87,1705.84,0.0,2026-01-30,MISSED,250
286,P0000287,CC00141,C04274,2026-03,6297.68,314.88,6927.45,2026-04-29,Paid,250
287,P0000288,CC00586,C04037,2026-04,8810.5,440.53,8810.5,2026-04-17,Paid,250
288,P0000289,CC02024,C03710,2025-05,2820.01,141.0,141.0,2025-05-17,PARTIAL,100
289,P0000290,CC03051,C04514,2026-05,22747.86,1137.39,15923.5,2026-05-30,PARTIAL,500
290,P0000291,CC00797,C04153,2026-06,19204.31,960.22,960.22,2026-06-17,PARTIAL,750
291,P0000292,CC01481,C00784,2025-10,12928.01,646.4,0.0,2025-10-22,MISSED,250
292,P0000293,CC00588,C03930,2025-08,24129.73,1206.49,26542.7,2025-08-30,Paid,100
293,P0000294,CC00822,C02510,2026-05,8989.06,449.45,449.45,2026-05-22,PARTIAL,250
294,P0000295,CC01847,C02946,2025-08,26500.63,1325.03,7950.19,2025-08-17,PARTIAL,100
295,P0000296,CC03159,C03559,2025-11,4874.81,243.74,4874.81,2025-11-10,Paid,0
296,P0000297,CC01025,C01667,2025-07,9024.34,451.22,451.22,2025-07-22,PARTIAL,100
297,P0000298,CC00519,C00761,2026-06,26863.22,1343.16,9999999.0,2026-07-15,PARTIAL,750
298,P0000299,CC03088,C04318,2025-08,57087.6,2854.38,17126.28,2025-08-15,PARTIAL,0
299,P0000300,CC01507,C02392,2026-02,4521.52,226.08,4973.67,2026-02-22,Paid,750
300,P0000301,CC01498,C00889,2026-06,6004.01,300.2,6604.41,2026-06-22,Paid,250
301,P0000302,CC02913,C01995,2025-04,8231.63,411.58,2469.49,2025-05-30,PARTIAL,750
302,P0000303,CC02570,C02472,2026-04,19721.15,986.06,19721.15,2026-04-13,Paid,0
303,P0000304,CC00994,C02199,2026-06,57077.95,2853.9,39954.56,2026-06-30,PARTIAL,250
304,P0000305,CC00182,C00221,2025-11,27235.48,1361.77,27235.48,2025-11-10,Paid,0
305,P0000306,CC02900,C01157,2026-03,18540.0,927.0,0.0,2026-04-29,MISSED,100
306,P0000307,CC00368,C00860,2025-10,27253.11,1362.66,27253.11,2025-10-17,Paid,750
307,P0000308,CC02375,C00155,2025-12,17655.83,882.79,882.79,2025-12-17,PARTIAL,250
308,P0000309,CC00676,C02394,2025-12,6135.18,306.76,6748.7,2025-12-30,Paid,250
309,P0000310,CC03152,C02504,2025-01,5572.21,278.61,278.61,2025-01-15,PARTIAL,0
310,P0000311,CC02602,C01689,2025-11,18335.38,916.77,20168.92,2025-12-30,Paid,750
311,P0000312,CC01633,C00129,2025-11,23155.12,1157.76,25470.63,2025-11-15,Paid,0
312,P0000313,CC03077,C02097,2025-12,8723.37,436.17,6106.36,2025-10-12,PARTIAL,0
313,P0000314,CC00724,C04990,2026-01,46890.84,2344.54,14067.25,2026-01-13,PARTIAL,0
314,P0000315,CC00844,C02704,2025-08,93680.67,4684.03,65576.47,2025-08-30,PARTIAL,100
315,P0000316,CC02513,C02524,2025-10,7046.11,352.31,2113.83,2025-10-15,PARTIAL,0
316,P0000317,CC00508,C01471,2025-09,28539.63,1426.98,28539.63,2025-09-22,Paid,500
317,P0000318,CC02347,C01427,2025-12,7790.06,389.5,8569.07,2025-12-15,Paid,0
318,P0000319,CC01254,C02488,2026-05,38809.26,1940.46,42690.19,2026-05-30,Paid,500
319,P0000320,CC00490,C00156,2025-11,13268.72,663.44,13268.72,2025-11-17,Paid,750
320,P0000321,CC03295,C04243,2025-10,2197.18,109.86,2416.9,2025-11-14,Paid,750
321,P0000322,CC02222,C00821,2025-03,22076.72,1103.84,6623.02,2025-03-13,PARTIAL,0
322,P0000323,CC01277,C04520,2025-05,7723.81,386.19,5406.67,2025-05-30,PARTIAL,250
323,P0000324,CC02506,C01287,2025-04,9957.41,497.87,497.87,2025-04-17,PARTIAL,250
324,P0000325,CC00110,C02215,2025-10,14779.6,738.98,10345.72,2025-10-17,PARTIAL,750
325,P0000326,CC01377,C01982,2025-06,7343.25,367.16,7343.25,2025-06-22,Paid,750
326,P0000327,CC00578,C02549,2026-03,10437.1,521.86,11480.81,2026-03-17,Paid,500
327,P0000328,CC00718,C04991,2025-11,4822.31,241.12,5304.54,2025-11-17,Paid,250
328,P0000329,CC02684,C02544,2025-10,4966.95,248.35,0.0,2025-10-30,MISSED,500
329,P0000330,CC00757,C03433,2026-04,5745.16,287.26,287.26,2026-04-13,PARTIAL,0
330,P0000331,CC02695,C02945,2026-04,20957.22,1047.86,0.0,2026-04-22,MISSED,750
331,P0000332,CC02703,C04164,2025-04,3629.15,181.46,0.0,2025-04-22,MISSED,100
332,P0000333,CC02537,C04336,2025-10,36110.18,1805.51,0.0,2025-11-29,MISSED,500
333,P0000334,CC02136,C03089,2026-06,24936.91,1246.85,27430.6,2026-06-10,Paid,0
334,P0000335,CC01223,C00211,2026-06,9318.36,465.92,9318.36,2026-06-13,Paid,0
335,P0000336,CC02909,C04757,2026-03,17239.35,861.97,18963.28,2026-04-29,Paid,500
336,P0000337,CC00871,C00709,2025-03,25110.3,1255.52,17577.21,2025-03-13,PARTIAL,0
337,P0000338,CC00471,C03820,2026-06,18375.46,918.77,5512.64,2026-06-30,PARTIAL,500
338,P0000339,CC02900,C01157,2025-07,21361.46,1068.07,14953.02,2025-08-29,PARTIAL,100
339,P0000340,CC01436,C00123,2025-06,10976.4,548.82,3292.92,2025-10-06,PARTIAL,0
340,P0000341,CC00821,C04920,2025-07,16332.02,816.6,4899.61,2025-07-30,PARTIAL,250
341,P0000342,CC01457,C00371,2026-06,51420.55,2571.03,51420.55,2026-06-15,Paid,0
342,P0000343,CC00790,C04789,2025-09,3321.39,166.07,3321.39,2025-09-13,Paid,0
343,P0000344,CC02039,C04903,2025-10,8850.83,442.54,6195.58,2025-10-22,PARTIAL,100
344,P0000345,CC01954,C04310,2025-10,10052.81,502.64,11058.09,2025-10-22,Paid,500
345,P0000346,CC03307,C02231,2025-07,11197.11,559.86,3359.13,2025-08-29,PARTIAL,750
346,P0000347,CC01445,C01536,2026-01,24859.74,1242.99,1242.99,2026-01-22,PARTIAL,100
347,P0000348,CC02721,C01525,2025-04,27180.64,1359.03,27180.64,2025-04-15,Paid,0
348,P0000349,CC00385,C01815,2025-10,29576.01,1478.8,32533.61,2025-10-10,Paid,0
349,P0000350,CC02534,C03691,2025-05,43772.76,2188.64,2188.64,2025-06-29,PARTIAL,250
350,P0000351,CC00188,C03728,2025-02,3177.98,158.9,3177.98,2025-02-22,Paid,250
351,P0000352,CC00930,C04571,2026-02,12812.82,640.64,8968.97,2026-03-17,PARTIAL,100
352,P0000353,CC02969,C03781,2025-07,19413.74,970.69,13589.62,2025-07-15,PARTIAL,0
353,P0000354,CC02206,C01223,2025-02,2244.76,112.24,2469.24,2025-02-03,Paid,250
354,P0000355,CC01008,C01914,2026-01,96016.67,4800.83,28805.0,2026-03-01,PARTIAL,250
355,P0000356,CC01510,C03250,2025-01,34251.43,1712.57,34251.43,2025-01-10,Paid,0
356,P0000357,CC01130,C01145,2025-11,10289.58,514.48,10289.58,2025-11-22,Paid,250
357,P0000358,CC01477,C01185,2026-06,4511.78,225.59,3158.25,2026-06-22,PARTIAL,250
358,P0000359,CC00527,C00360,2026-03,17488.09,874.4,19236.9,2026-04-29,Paid,750
359,P0000360,CC00041,C02099,2026-03,21551.26,1077.56,1077.56,2026-03-10,PARTIAL,0
360,P0000361,CC00362,C04173,2025-09,1809.99,90.5,1266.99,2025-09-22,PARTIAL,100
361,P0000362,CC01778,C00488,2025-10,6227.52,311.38,311.38,2025-10-17,PARTIAL,100
362,P0000363,CC01082,C04919,2025-05,13666.89,683.34,13666.89,2025-05-30,Paid,100
363,P0000364,CC02757,C03720,2025-01,15606.55,780.33,10924.58,2025-02-14,PARTIAL,100
364,P0000365,CC02159,C04934,2025-06,20652.66,1032.63,0.0,2025-07-30,MISSED,250
365,P0000366,CC02383,C03644,2026-02,59846.77,2992.34,59846.77,2026-02-22,Paid,250
366,P0000367,CC01397,C02563,2026-05,14195.48,709.77,4258.64,2026-05-30,PARTIAL,100
367,P0000368,CC02098,C01351,2025-05,20034.78,1001.74,6010.43,2025-05-10,PARTIAL,0
368,P0000369,CC02641,C00947,2025-09,18791.23,939.56,18791.23,2025-09-30,Paid,500
369,P0000370,CC00762,C02547,2025-10,79929.98,3996.5,87922.98,2025-10-13,Paid,0
370,P0000371,CC00319,C00406,2025-09,15098.94,754.95,0.0,2025-09-15,MISSED,0
371,P0000372,CC00211,C00540,2025-01,6321.13,316.06,4424.79,2025-01-17,PARTIAL,500
372,P0000373,CC00371,C02026,2025-05,3485.09,174.25,0.0,2025-06-29,MISSED,250
373,P0000374,CC00503,C03354,2026-02,2805.79,140.29,2805.79,2026-02-22,Paid,100
374,P0000375,CC01046,C01789,2026-05,10454.54,522.73,522.73,2026-05-30,PARTIAL,750
375,P0000376,CC00797,C04153,2025-12,6779.78,338.99,4745.85,2026-01-14,PARTIAL,500
376,P0000377,CC00281,C00171,2025-11,17269.98,863.5,863.5,2025-11-22,PARTIAL,100
377,P0000378,CC01161,C00219,2026-04,23441.12,1172.06,16408.78,2026-04-22,PARTIAL,500
378,P0000379,CC03112,C02278,2025-08,5205.79,260.29,0.0,2025-09-29,MISSED,500
379,P0000380,CC01115,C02138,2026-02,35865.63,1793.28,39452.19,2026-03-17,Paid,250
380,P0000381,CC00737,C02403,2025-06,20494.28,1024.71,6148.28,2025-07-30,PARTIAL,750
381,P0000382,CC02364,C00143,2025-10,7144.18,357.21,5000.93,2025-10-13,PARTIAL,0
382,P0000383,CC02491,C02742,2025-06,7280.07,364.0,0.0,2025-07-30,MISSED,250
383,P0000384,CC03348,C04277,2025-04,6894.54,344.73,7583.99,2025-04-10,Paid,0
384,P0000385,CC01489,C02198,2025-04,36496.9,1824.85,25547.83,2025-04-30,PARTIAL,750
385,P0000386,CC03325,C01300,2025-11,43609.9,2180.5,2180.5,2025-11-13,PARTIAL,0
386,P0000387,CC00311,C02600,2026-01,101606.15,5080.31,0.0,2026-01-10,MISSED,0
387,P0000388,CC02537,C04336,2025-11,19970.96,998.55,5991.29,2025-11-15,PARTIAL,0
388,P0000389,CC01457,C00371,2026-01,27121.72,1356.09,18985.2,2026-01-17,PARTIAL,500
389,P0000390,CC00640,C03726,2025-04,20359.17,1017.96,6107.75,2025-04-13,PARTIAL,0
390,P0000391,CC02856,C03617,2025-02,2834.06,141.7,0.0,2025-02-22,MISSED,750
391,P0000392,CC01504,C02803,2026-05,2541.96,127.1,0.0,2026-05-30,MISSED,100
392,P0000393,CC00244,C04648,2026-03,18045.5,902.28,0.0,2026-03-17,MISSED,750
393,P0000394,CC03399,C04428,2026-02,8161.04,408.05,8977.14,2026-03-17,Paid,250
394,P0000395,CC00466,C00995,2025-04,24346.84,1217.34,7304.05,2025-04-13,PARTIAL,0
395,P0000396,CC02150,C00897,2025-03,15655.16,782.76,10958.61,2025-03-15,PARTIAL,0
396,P0000397,CC01872,C00239,2025-09,6181.07,309.05,1854.32,2025-09-15,PARTIAL,0
397,P0000398,CC02170,C03850,2025-02,35045.17,1752.26,1752.26,2025-02-22,PARTIAL,500
398,P0000399,CC00714,C02047,2025-12,10036.07,501.8,3010.82,2025-12-30,PARTIAL,500
399,P0000400,CC01241,C01210,2025-06,8150.85,407.54,0.0,2025-10-06,MISSED,0
400,P0000401,CC01163,C01741,2025-02,4598.23,229.91,229.91,2025-03-17,PARTIAL,250
401,P0000402,CC01363,C01951,2026-03,10557.06,527.85,9999999.0,2026-03-13,PARTIAL,0
402,P0000403,CC01114,C01737,2025-08,68726.49,3436.32,48108.54,2025-08-10,PARTIAL,0
403,P0000404,CC00780,C02708,2025-04,4290.41,214.52,4290.41,2025-04-15,Paid,0
404,P0000405,CC01621,C02969,2026-01,12220.55,611.03,13442.6,2026-01-10,Paid,0
405,P0000406,CC03097,C02947,2026-03,10037.28,501.86,501.86,2026-03-17,PARTIAL,500
406,P0000407,CC00419,C03657,2026-03,46316.29,2315.81,46316.29,2026-03-17,Paid,100
407,P0000408,CC01786,C04783,2025-05,6737.21,336.86,4716.05,2025-05-22,PARTIAL,100
408,P0000409,CC02147,C03022,2026-01,3713.85,185.69,2599.69,2026-01-10,PARTIAL,0
409,P0000410,CC03085,C01791,2025-01,19971.06,998.55,0.0,2025-01-30,MISSED,500
410,P0000411,CC01901,C04455,2025-02,9291.3,464.56,6503.91,2025-02-13,PARTIAL,0
411,P0000412,CC02815,C00358,2025-09,14346.25,717.31,10042.38,2025-09-10,PARTIAL,0
412,P0000413,CC02878,C01167,2026-05,39226.94,1961.35,43149.63,2026-05-10,Paid,0
413,P0000414,CC00036,C04427,2026-04,19168.07,958.4,13417.65,2026-04-15,PARTIAL,0
414,P0000415,CC00876,C04865,2025-12,2889.55,144.48,2022.68,2025-12-22,PARTIAL,500
415,P0000416,CC01821,C04881,2026-01,8629.86,431.49,6040.9,2026-01-15,PARTIAL,0
416,P0000417,CC01900,C01395,2025-01,3857.25,192.86,0.0,2025-01-10,MISSED,0
417,P0000418,CC01516,C01736,2025-07,26985.24,1349.26,1349.26,2025-08-29,PARTIAL,100
418,P0000419,CC00324,C03047,2025-11,5848.75,292.44,1754.62,2025-11-22,PARTIAL,100
419,P0000420,CC03053,C02264,2025-01,35751.01,1787.55,1787.55,2025-01-17,PARTIAL,750
420,P0000421,CC02561,C01256,2026-06,1411.23,70.56,70.56,2026-06-10,PARTIAL,0
421,P0000422,CC01044,C01104,2025-11,13251.24,662.56,14576.36,2025-11-13,Paid,0
422,P0000423,CC02948,C03987,2026-01,37907.8,1895.39,1895.39,2026-02-14,PARTIAL,750
423,P0000424,CC02297,C02006,2025-11,12370.5,618.53,13607.55,2025-11-22,Paid,500
424,P0000425,CC03049,C02444,2026-01,14067.21,703.36,703.36,2026-01-30,PARTIAL,100
425,P0000426,CC03125,C04382,2025-08,20034.14,1001.71,0.0,2025-08-30,MISSED,750
426,P0000427,CC02503,C00645,2025-11,25837.6,1291.88,0.0,2025-11-13,MISSED,0
427,P0000428,CC01302,C03942,2026-01,5219.57,260.98,1565.87,2026-01-15,PARTIAL,0
428,P0000429,CC01956,C02178,2025-02,24280.71,1214.04,16996.5,2025-03-02,PARTIAL,750
429,P0000430,CC00976,C02935,2025-11,2450.1,122.5,2695.11,2025-11-13,Paid,0
430,P0000431,CC03081,C03463,2026-02,32104.92,1605.25,9631.48,2026-02-15,PARTIAL,0
431,P0000432,CC00994,C02199,2025-09,28154.22,1407.71,0.0,2025-09-22,MISSED,100
432,P0000433,CC00725,C03363,2025-07,52605.65,2630.28,2630.28,2025-08-29,PARTIAL,750
433,P0000434,CC01011,C02173,2026-05,17895.32,894.77,5368.6,2026-05-15,PARTIAL,0
434,P0000435,CC02468,C01076,2025-03,9961.17,498.06,-2000.0,2025-03-17,MISSED,750
435,P0000436,CC02582,C00980,2025-10,21796.42,1089.82,23976.06,2025-10-13,Paid,0
436,P0000437,CC00665,C01072,2026-01,7384.76,369.24,7384.76,2026-01-17,Paid,750
437,P0000438,CC01153,C01545,2025-09,10662.11,533.11,533.11,2025-10-15,PARTIAL,750
438,P0000439,CC02515,C02741,2026-01,23799.87,1189.99,0.0,2026-01-15,MISSED,0
439,P0000440,CC00760,C04921,2025-09,58815.4,2940.77,2940.77,2025-10-30,PARTIAL,750
440,P0000441,CC01617,C01405,2025-07,25050.34,1252.52,0.0,2025-07-30,MISSED,500
441,P0000442,CC01275,C03254,2025-11,27175.29,1358.76,0.0,2025-11-15,MISSED,0
442,P0000443,CC00793,C04828,2025-03,3304.06,165.2,2312.84,2025-03-13,PARTIAL,0
443,P0000444,CC02019,C00743,2025-04,173878.92,8693.95,52163.68,2025-05-15,PARTIAL,100
444,P0000445,CC02443,C04607,2026-02,5086.0,254.3,5594.6,2026-03-17,Paid,250
445,P0000446,CC03253,C00786,2025-08,26981.16,1349.06,26981.16,2025-09-29,Paid,100
446,P0000447,CC02017,C03147,2025-09,6898.99,344.95,7588.89,2025-09-10,Paid,0
447,P0000448,CC02933,C00427,2025-09,10162.53,508.13,3048.76,2025-10-15,PARTIAL,500
448,P0000449,CC00033,C00187,2026-03,21322.77,1066.14,0.0,2026-03-30,MISSED,500
449,P0000450,CC02785,C03975,2025-03,6937.66,346.88,6937.66,2025-03-22,Paid,100
450,P0000451,CC01344,C04545,2025-03,2629.34,131.47,788.8,2025-03-15,PARTIAL,0
451,P0000452,CC01859,C04123,2026-06,8968.22,448.41,448.41,2026-06-17,PARTIAL,250
452,P0000453,CC00730,C01084,2025-04,5744.52,287.23,6318.97,2025-04-22,Paid,100
453,P0000454,CC03317,C02576,2025-01,7919.51,395.98,2375.85,2025-01-22,PARTIAL,250
454,P0000455,CC01378,C04876,2025-04,13461.95,673.1,4038.59,2025-04-17,PARTIAL,250
455,P0000456,CC02765,C02429,2025-06,58546.26,2927.31,40982.38,2025-06-15,PARTIAL,0
456,P0000457,CC02978,C02115,2025-04,3119.78,155.99,0.0,2025-04-17,MISSED,100
457,P0000458,CC02680,C00651,2025-10,5464.78,273.24,6011.26,2025-10-15,Paid,0
458,P0000459,CC02490,C00045,2026-02,9967.69,498.38,0.0,2026-01-04,MISSED,500
459,P0000460,CC02493,C00565,2025-02,13635.32,681.77,681.77,2025-04-01,PARTIAL,750
460,P0000461,CC00662,C04237,2025-08,24880.04,1244.0,1244.0,2025-08-15,PARTIAL,0
461,P0000462,CC00934,C02993,2025-04,22989.99,1149.5,-2000.0,2025-04-13,Paid,0
462,P0000463,CC01999,C03184,2025-06,6045.1,302.26,6649.61,2025-07-30,Paid,250
463,P0000464,CC02906,C03647,2026-04,17386.92,869.35,869.35,2026-04-17,PARTIAL,500
464,P0000465,CC02999,C02759,2025-03,23777.93,1188.9,7133.38,2025-04-29,PARTIAL,250
465,P0000466,CC01597,C04818,2025-02,8878.13,443.91,6214.69,2025-03-17,PARTIAL,100
466,P0000467,CC01578,C00508,2025-12,19823.7,991.19,5947.11,2025-12-17,PARTIAL,750
467,P0000468,CC00092,C03323,2026-01,19235.01,961.75,5770.5,2026-01-22,PARTIAL,750
468,P0000469,CC01286,C03095,2025-05,30370.59,1518.53,33407.65,2025-05-10,Paid,0
469,P0000470,CC00868,C01820,2025-06,105907.92,5295.4,0.0,2025-06-30,MISSED,100
470,P0000471,CC01324,C03591,2025-02,4421.27,221.06,1326.38,2025-02-10,PARTIAL,0
471,P0000472,CC02474,C04233,2025-08,4132.45,206.62,2892.71,2025-09-29,PARTIAL,100
472,P0000473,CC03036,C02657,2025-10,23169.74,1158.49,0.0,2025-10-22,MISSED,750
473,P0000474,CC02763,C00654,2025-11,26670.21,1333.51,26670.21,2025-11-22,Paid,250
474,P0000475,CC02527,C03739,2025-07,23484.19,1174.21,25832.61,2025-07-15,Paid,0
475,P0000476,CC00767,C03475,2025-12,38968.65,1948.43,27278.06,2026-01-29,PARTIAL,750
476,P0000477,CC00681,C01260,2025-09,7924.46,396.22,396.22,2025-10-30,PARTIAL,100
477,P0000478,CC02436,C04262,2025-08,11805.54,590.28,3541.66,2025-09-14,PARTIAL,750
478,P0000479,CC01683,C04461,2026-02,59842.3,2992.12,41889.61,2026-02-22,PARTIAL,750
479,P0000480,CC02929,C02424,2025-06,11616.82,580.84,12778.5,2025-06-17,Paid,750
480,P0000481,CC01292,C00300,2025-09,26555.85,1327.79,26555.85,2025-09-30,Paid,750
481,P0000482,CC03316,C01823,2026-03,45333.28,2266.66,2266.66,2026-03-17,PARTIAL,750
482,P0000483,CC01810,C02486,2025-07,9042.69,452.13,6329.88,2025-07-30,PARTIAL,750
483,P0000484,CC01959,C04955,2025-02,2096.6,104.83,628.98,2025-02-22,PARTIAL,750
484,P0000485,CC00216,C02077,2025-05,7091.66,354.58,354.58,2025-06-14,PARTIAL,500
485,P0000486,CC00526,C01654,2026-03,17256.22,862.81,12079.35,2026-04-14,PARTIAL,100
486,P0000487,CC02003,C01682,2025-08,11103.87,555.19,11103.87,2025-09-29,Paid,100
487,P0000488,CC01772,C00376,2025-01,12772.04,638.6,3831.61,2025-03-01,PARTIAL,250
488,P0000489,CC00500,C01731,2026-04,8858.61,442.93,2657.58,2026-04-13,PARTIAL,0
489,P0000490,CC00451,C04674,2026-06,27038.51,1351.93,29742.36,2026-07-30,Paid,250
490,P0000491,CC00501,C04821,2025-10,55766.04,2788.3,61342.64,2025-10-30,Paid,250
491,P0000492,CC00581,C00672,2026-06,11231.83,561.59,12355.01,2026-07-30,Paid,500
492,P0000493,CC02675,C00325,2025-09,3013.03,150.65,2109.12,2025-09-13,PARTIAL,0
493,P0000494,CC02676,C02236,2025-11,5704.31,285.22,6274.74,2025-12-15,Paid,500
494,P0000495,CC01282,C04982,2025-12,15477.4,773.87,10834.18,2026-01-29,PARTIAL,750
495,P0000496,CC00705,C00110,2025-11,17405.14,870.26,19145.65,2025-11-22,Paid,750
496,P0000497,CC03353,C01896,2025-10,3798.58,189.93,189.93,2025-10-30,PARTIAL,250
497,P0000498,CC00631,C03026,2025-11,46542.21,2327.11,2327.11,2025-11-13,PARTIAL,0
498,P0000499,CC03049,C02444,2025-01,39225.42,1961.27,27457.79,2025-01-22,PARTIAL,100
499,P0000500,CC01583,C01388,2026-01,2584.1,129.21,2584.1,2026-01-30,Paid,250
500,P0000501,CC03206,C03101,2025-08,12446.42,622.32,12446.42,2025-09-29,Paid,750
501,P0000502,CC02502,C02042,2025-09,44633.79,2231.69,31243.65,2025-09-15,PARTIAL,0
502,P0000503,CC00500,C01731,2026-04,3408.51,170.43,170.43,2026-04-17,PARTIAL,100
503,P0000504,CC02268,C02605,2025-08,11963.86,598.19,13160.25,2025-09-14,Paid,750
504,P0000505,CC01563,C01854,2026-01,19246.66,962.33,19246.66,2026-01-10,Paid,0
505,P0000506,CC00785,C03698,2026-04,6735.6,336.78,2020.68,2026-04-30,PARTIAL,500
506,P0000507,CC03282,C01589,2025-12,10928.91,546.45,7650.24,2025-12-15,PARTIAL,0
507,P0000508,CC03098,C01831,2025-02,7040.46,352.02,352.02,2025-02-13,PARTIAL,0
508,P0000509,CC01072,C02647,2025-05,6266.35,313.32,6892.99,2025-05-10,Paid,0
509,P0000510,CC03174,C01944,2025-11,5532.15,276.61,0.0,2025-11-15,MISSED,0
510,P0000511,CC01470,C04992,2026-06,41561.03,2078.05,29092.72,2026-06-13,PARTIAL,0
511,P0000512,CC02865,C04978,2025-06,3404.77,170.24,3404.77,2025-07-15,Paid,500
512,P0000513,CC00762,C02547,2026-04,11645.08,582.25,11645.08,2026-04-13,Paid,0
513,P0000514,CC02313,C04749,2025-02,16942.95,847.15,0.0,2025-03-17,MISSED,250
514,P0000515,CC02783,C02758,2025-12,19744.3,987.22,987.22,2025-10-12,PARTIAL,0
515,P0000516,CC00732,C02641,2025-01,15197.29,759.86,4559.19,2025-03-01,PARTIAL,500
516,P0000517,CC02008,C02152,2025-06,44984.78,2249.24,0.0,2025-06-10,MISSED,0
517,P0000518,CC02267,C04101,2026-03,23259.01,1162.95,6977.7,2026-03-17,PARTIAL,750
518,P0000519,CC00243,C00341,2025-11,13139.62,656.98,13139.62,2025-11-17,Paid,500
519,P0000520,CC00079,C01446,2025-06,4378.75,218.94,4378.75,2025-07-15,Paid,100
520,P0000521,CC02956,C01596,2025-08,21497.38,1074.87,6449.21,2025-08-10,PARTIAL,0
521,P0000522,CC02372,C01373,2025-08,10441.75,522.09,7309.22,2025-08-22,PARTIAL,750
522,P0000523,CC00794,C01073,2025-02,15089.55,754.48,16598.51,2025-02-13,Paid,0
523,P0000524,CC01050,C00120,2025-01,26906.79,1345.34,18834.75,2025-10-01,PARTIAL,0
524,P0000525,CC02987,C03679,2025-03,6937.96,346.9,7631.76,2025-03-13,Paid,0
525,P0000526,CC02029,C04566,2025-03,17039.82,851.99,11927.87,2025-03-17,PARTIAL,250
526,P0000527,CC01170,C01953,2025-06,8674.86,433.74,433.74,2025-06-17,PARTIAL,500
527,P0000528,CC00433,C03268,2026-05,31385.56,1569.28,0.0,2026-05-22,Paid,250
528,P0000529,CC01157,C03783,2026-04,6198.17,309.91,6198.17,2026-04-13,Paid,0
529,P0000530,CC03180,C03847,2025-04,17616.3,880.82,12331.41,2025-04-13,PARTIAL,0
530,P0000531,CC00148,C03390,2025-02,24860.65,1243.03,27346.72,2025-02-10,Paid,0
531,P0000532,CC00684,C04744,2025-12,38339.98,1917.0,0.0,2026-01-29,MISSED,750
532,P0000533,CC02892,C01849,2026-04,9018.35,450.92,9920.19,2026-05-30,Paid,250
533,P0000534,CC00902,C00444,2026-02,5050.62,252.53,252.53,2026-02-03,PARTIAL,100
534,P0000535,CC01128,C01036,2026-02,6887.2,344.36,4821.04,2026-02-15,PARTIAL,0
535,P0000536,CC00830,C00641,2025-07,6682.32,334.12,0.0,2025-07-30,MISSED,750
536,P0000537,CC02132,C02467,2025-11,17715.56,885.78,5314.67,2025-12-15,PARTIAL,750
537,P0000538,CC00185,C03656,2026-01,10507.51,525.38,10507.51,2026-01-15,Paid,0
538,P0000539,CC01788,C04249,2025-02,21725.81,1086.29,1086.29,2025-03-17,PARTIAL,100
539,P0000540,CC01285,C03665,2026-05,23940.84,1197.04,1197.04,2026-05-17,PARTIAL,100
540,P0000541,CC02729,C02599,2025-02,24301.03,1215.05,1215.05,2025-03-17,PARTIAL,250
541,P0000542,CC02720,C02490,2025-12,4860.93,243.05,0.0,2025-12-15,MISSED,0
542,P0000543,CC00032,C01407,2025-11,25509.34,1275.47,1275.47,2025-11-17,PARTIAL,500
543,P0000544,CC01921,C04583,2025-04,18561.94,928.1,928.1,2025-04-22,PARTIAL,100
544,P0000545,CC01526,C00362,2025-08,14721.43,736.07,16193.57,2025-08-15,Paid,0
545,P0000546,CC03400,C02163,2025-03,26482.68,1324.13,29130.95,2025-03-17,Paid,100
546,P0000547,CC03262,C03995,2025-07,16148.02,807.4,807.4,2025-07-30,PARTIAL,500
547,P0000548,CC01499,C03990,2025-02,22205.83,1110.29,24426.41,2025-02-10,Paid,0
548,P0000549,CC00202,C03707,2025-09,35973.75,1798.69,25181.62,2025-10-30,PARTIAL,100
549,P0000550,CC02232,C02745,2025-11,4871.82,243.59,5359.0,2025-11-22,Paid,750
550,P0000551,CC01396,C03634,2025-08,10265.62,513.28,11292.18,2025-08-15,Paid,0
551,P0000552,CC01290,C02554,2025-12,27529.5,1376.48,19270.65,2025-12-30,PARTIAL,750
552,P0000553,CC02236,C01236,2026-04,4278.31,213.92,213.92,2026-04-10,PARTIAL,0
553,P0000554,CC01674,C01253,2025-05,57620.43,2881.02,63382.47,2025-05-22,Paid,250
554,P0000555,CC01028,C01102,2025-05,3016.19,150.81,904.86,2025-05-30,PARTIAL,100
555,P0000556,CC00359,C00558,2025-05,18655.57,932.78,20521.13,2025-06-29,Paid,100
