,Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Disbursement_Date,EMI,Outstanding_Principal,Days_Past_Due,Loan_Status,Branch_ID
250,L000251,C01081,Business Loan,6519400.0,13.68,12,2020-09-11,584376.99,91253.11000000034,0,Active,BR024
251,L000252,C03514,Education Loan,1341810.0,15.9,84,2020-03-25,26574.75,783740.25,0,Active,BR023
252,L000253,C00777,Business Loan,7591805.0,13.02,84,2022-08-30,138192.4,7315420.2,0,Active,BR001
253,L000254,C04121,Home Loan,7114045.0,13.73,84,2025-10-12,132258.47,3014032.43,30,Active,BR011
254,L000255,C00762,Home Loan,13603926.0,9.36,36,2022-09-25,434884.13,122517.97000000069,15,Active,BR013
255,L000256,C04128,Personal Loan,245041.0,17.25,24,2020-09-19,12144.84,184316.8,0,Active,BR013
256,L000257,C02851,Auto Loan,1519545.0,11.77,84,2022-10-09,26637.58,880243.08,0,Active,BR001
257,L000258,C03714,Personal Loan,667383.0,15.75,120,2024-02-28,11075.79,335109.3,30,Active,BR009
258,L000259,C02504,Home Loan,9577631.0,12.93,84,2023-11-06,173871.63,4709225.359999999,60,Active,BR024
259,L000260,C04191,Education Loan,330127.0,7.26,36,2025-08-25,10232.65,2682.200000000012,0,Active,BR017
260,L000261,C03996,Auto Loan,1824776.0,8.2,180,2026-04-01,17649.85,1648277.5,30,Active,BR010
261,L000262,C02803,Home Loan,6815115.0,13.3,24,2020-12-16,324964.15,0.0,0,Active,BR019
262,L000263,C03942,Home Loan,7659791.0,8.87,60,2021-02-17,158521.82,1953005.4799999995,60,Active,BR006
263,L000264,C02576,Business Loan,1179514.0,16.73,24,2024-12-07,58164.93,0.0,15,Active,BR012
264,L000265,C00241,Personal Loan,735053.0,14.59,36,2024-12-05,25333.52,608385.4,0,Active,BR029
265,L000266,C04256,Auto Loan,367199.0,17.88,48,2021-05-02,10763.46,313381.7,120,Active,BR003
266,L000267,C03137,Auto Loan,1865369.0,12.12,180,2024-05-19,22531.78,1099288.48,0,Active,BR030
267,L000268,C01417,Business Loan,2558371.0,13.82,60,2023-09-18,59290.34,957531.82,15,Active,BR025
268,L000269,C01004,Education Loan,2440909.0,17.59,60,2022-07-29,61439.92,782031.1600000001,0,Active,BR008
269,L000270,C02763,Auto Loan,781535.0,8.56,240,2022-12-08,6812.05,652106.05,0,Active,BR012
270,L000271,C04561,Home Loan,6679430.0,7.53,36,2025-08-08,207863.85,2937880.7,0,Active,BR028
271,L000272,C04901,Education Loan,2132513.0,16.42,48,2021-11-08,60895.71,1706243.03,15,Active,BR018
272,L000273,C04684,Auto Loan,1950640.0,10.43,60,2024-02-17,41859.25,904158.75,90,Active,BR005
273,L000274,C04393,Personal Loan,1266095.0,17.56,12,2024-01-18,115810.62,1150284.38,30,Active,BR005
274,L000275,C02802,Home Loan,3671896.0,15.61,48,2022-12-28,103330.6,1398622.7999999998,5,Active,BR006
275,L000276,C01014,Home Loan,3936267.0,8.87,84,2022-08-02,63071.52,2864051.16,0,Active,BR011
276,L000277,C01717,Auto Loan,1306845.0,16.73,180,2021-08-06,19862.86,929450.66,30,Active,BR015
277,L000278,C01926,Business Loan,6169548.0,16.38,24,2024-01-05,303201.65,2531128.2,0,Active,BR029
278,L000279,C01307,Home Loan,2995307.0,15.56,60,2022-12-23,72141.64,2490315.52,0,Active,BR009
279,L000280,C02618,Business Loan,7751673.0,17.53,60,2021-08-23,194864.98,5997888.18,0,Active,BR020
280,L000281,C02322,Personal Loan,1063672.0,7.42,84,2022-07-24,16272.93,705667.54,5,Active,BR029
281,L000282,C04785,Auto Loan,1495750.0,10.99,60,2026-05-29,32513.77,650391.98,0,Active,BR013
282,L000283,C03317,Business Loan,4641839.0,10.59,84,2023-06-15,78482.46,2522812.58,0,Active,BR008
283,L000284,C02742,Home Loan,9215440.0,12.88,36,2025-02-14,309972.21,536218.1199999992,0,Active,BR025
284,L000285,C04945,Auto Loan,1724650.0,12.76,120,2023-02-21,25507.32,1367547.52,0,Active,BR014
285,L000286,C03290,Auto Loan,294637.0,14.09,84,2022-04-19,5536.16,222666.92,0,Active,BR014
286,L000287,C04080,Business Loan,4439232.0,17.66,48,2021-12-17,129615.07,2883851.16,5,Active,BR022
287,L000288,C01922,Business Loan,771461.0,7.94,48,2022-08-16,18811.9,94232.59999999998,30,Active,BR029
288,L000289,C00190,Personal Loan,1490182.0,13.65,24,2026-06-18,71301.79,0.0,15,Active,BR010
289,L000290,C03592,Personal Loan,576268.0,17.3,60,2026-03-01,14414.87,533023.39,0,Active,BR004
290,L000291,C03577,Personal Loan,1139806.0,16.78,48,2021-06-22,32759.56,1041527.32,5,Active,BR020
291,L000292,C04473,Auto Loan,833175.0,16.08,24,2021-09-24,40826.69,588214.86,0,Active,BR014
292,L000293,C00641,Education Loan,126933.0,10.73,48,2022-06-15,3264.03,35540.15999999999,0,Active,BR012
293,L000294,C01136,Auto Loan,2649333.0,14.66,12,2020-02-15,238699.48,23638.71999999974,0,Active,BR003
294,L000295,C02673,Home Loan,9085472.0,10.37,36,2022-05-21,294743.42,4074833.86,0,Active,BR014
295,L000296,C04760,Personal Loan,828585.0,14.09,120,2021-12-09,12910.02,789854.94,0,Active,BR008
296,L000297,C01503,Auto Loan,962609.0,15.22,60,2020-06-12,23011.71,249245.99,0,Active,BR005
297,L000298,C03677,Home Loan,13352750.0,13.13,48,2023-12-01,359083.0,2580260.0,90,Active,BR005
298,L000299,C00671,Personal Loan,256330.0,9.65,120,2021-11-26,3337.94,182895.32,0,Active,BR012
299,L000300,C00391,Personal Loan,1796864.0,9.57,48,2022-11-20,1912.03,7171.919999999998,60,Active,BR023
300,L000301,C01995,Education Loan,896384.0,14.21,12,2023-06-13,80572.33,0.0,30,Active,BR018
301,L000302,C01554,Home Loan,2852351.0,8.64,60,2025-08-18,58713.0,2206508.0,60,Active,BR023
302,L000303,C03740,Auto Loan,230454.0,9.93,12,2023-02-24,20253.07,108935.58,0,Active,BR024
303,L000304,C00974,Personal Loan,211333.0,9.76,24,2021-10-04,9728.55,45947.65000000002,0,Active,BR006
304,L000305,C01817,Personal Loan,611859.0,13.38,24,2020-07-15,29198.22,582660.78,0,Active,BR030
305,L000306,C00816,Personal Loan,597549.0,13.15,24,2021-01-26,28450.69,0.0,0,Active,BR014
306,L000307,C01979,Personal Loan,622906.0,16.33,48,2025-11-11,17758.79,321006.57,0,Active,BR023
307,L000308,C02693,Auto Loan,2824801.0,17.68,24,2026-06-27,140589.28,2262443.88,0,Active,BR008
308,L000309,C02959,Auto Loan,2911755.0,13.54,48,2022-12-05,78897.75,150333.75,15,Active,BR023
309,L000310,C01495,Auto Loan,1316493.0,12.83,48,2020-10-28,35207.23,577141.1699999999,30,Active,BR022
310,L000311,C02391,Home Loan,-500000.0,15.15,84,2022-05-28,60308.15,3051405.85,0,Active,BR015
311,L000312,C00631,Auto Loan,681228.0,15.24,48,2020-08-10,19042.06,509849.46,15,Active,BR005
312,L000313,C02192,Home Loan,4224068.0,16.07,24,2022-02-28,206964.82,0.0,90,Written Off,BR005
313,L000314,C00044,Education Loan,2039892.0,14.75,12,2023-03-09,183876.65,1304385.4,0,Active,BR025
314,L000315,C00889,Personal Loan,814530.0,14.92,84,2020-07-14,15681.25,328411.25,120,Written Off,BR017
315,L000316,C04057,Home Loan,13682989.0,15.52,180,2020-12-03,196401.92,9951352.52,0,Active,BR005
316,L000317,C01703,Business Loan,9687821.0,11.92,120,2020-03-04,138544.43,5670032.53,0,Active,BR017
317,L000318,C02868,Education Loan,1616097.0,12.19,60,2025-02-24,36104.54,1399469.76,0,Active,BR016
318,L000319,C02615,Personal Loan,1144620.0,10.47,12,2023-08-03,100880.66,236694.05999999997,0,Active,BR026
319,L000320,C00552,Business Loan,3559940.0,11.48,36,2025-11-08,117358.75,0.0,0,Active,BR022
320,L000321,C02572,Business Loan,3797926.0,11.29,180,2021-09-16,43861.23,2701395.25,0,Active,BR026
321,L000322,C01846,Home Loan,999999999.0,14.92,60,2026-03-30,64680.06,1882764.22,5,Active,BR001
322,L000323,C03391,Business Loan,3156976.0,11.36,12,2023-06-15,279549.18,1479680.92,0,Active,BR018
323,L000324,C00104,Business Loan,7976699.0,17.57,240,2020-11-30,120472.1,4603480.199999999,15,Active,BR005
324,L000325,C04272,Personal Loan,1444904.0,11.23,36,2021-08-31,47461.84,922823.76,15,Active,BR004
325,L000326,C04151,Home Loan,9896095.0,16.42,12,2024-06-28,899849.24,8996245.76,0,Active,BR030
326,L000327,C04668,Personal Loan,699340.0,10.05,180,2025-11-06,7536.55,541072.45,15,Active,BR002
327,L000328,C03466,Personal Loan,1296209.0,7.52,84,2024-07-15,19894.41,898320.8,0,Active,BR013
328,L000329,C03500,Education Loan,1529158.0,13.64,12,2020-05-22,137039.8,706919.2000000001,0,Active,BR008
329,L000330,C04405,Auto Loan,2194265.0,14.33,36,2022-04-03,75346.95,1516142.4500000002,30,Active,BR011
330,L000331,C00355,Auto Loan,1828218.0,15.02,36,2023-08-15,63393.68,0.0,5,Active,BR028
331,L000332,C01230,Personal Loan,1440661.0,9.98,240,2023-01-29,13883.61,1399010.17,5,Active,BR015
332,L000333,C03565,Auto Loan,2688675.0,13.09,36,2024-12-10,90708.68,0.0,0,Active,BR010
333,L000334,C01847,Personal Loan,1046509.0,7.27,240,2025-10-14,8284.04,971952.64,30,Active,BR011
334,L000335,C00356,Personal Loan,793077.0,17.46,84,2023-05-19,16418.69,776658.31,0,Active,BR023
335,L000336,C02366,Auto Loan,1083448.0,8.19,180,2020-03-26,10473.18,716886.7,0,Active,BR010
336,L000337,C04237,Business Loan,6628873.0,13.92,60,2022-05-22,153967.49,2009848.3000000007,0,Active,BR021
337,L000338,C00098,Education Loan,1081921.0,7.75,120,2020-12-23,12984.2,1055952.6,15,Active,BR020
338,L000339,C03114,Auto Loan,572932.0,8.02,60,2025-12-07,11622.48,270747.52,0,Active,BR024
339,L000340,C01839,Auto Loan,2568487.0,14.19,120,2022-08-06,40173.93,1845356.26,0,Active,BR002
340,L000341,C03423,Education Loan,2424600.0,14.32,180,2024-01-25,32812.34,1571479.16,0,Active,BR023
341,L000342,C02585,Home Loan,6468109.0,11.44,24,2026-02-11,302787.59,3743020.69,0,Active,BR017
342,L000343,C04417,Education Loan,2211060.0,9.8,240,2023-01-14,21045.05,1790159.0,0,Active,BR025
343,L000344,C01096,Education Loan,156371.0,7.75,36,2025-08-30,4882.08,78257.72,0,Active,BR008
344,L000345,C03839,Personal Loan,372305.0,16.24,180,2021-04-21,5530.47,217451.84,0,Active,BR006
345,L000346,C00966,Education Loan,291398.0,12.12,36,2024-01-13,9695.29,184749.81,30,Active,BR023
346,L000347,C00286,Education Loan,2230707.0,10.58,12,2025-08-20,196716.84,853689.1200000001,0,Active,BR022
347,L000348,C01612,Home Loan,14206481.0,15.48,60,2020-09-09,341561.16,11132430.56,0,Active,BR014
348,L000349,C02077,Home Loan,14697198.0,7.21,120,2024-05-21,172241.87,13835988.65,0,Active,BR028
349,L000350,C03812,Home Loan,3022774.0,14.23,60,2022-11-04,70695.62,1679557.2200000002,0,Active,BR021
350,L000351,C02380,Home Loan,12907408.0,13.31,12,2025-06-08,1154732.63,205349.0700000003,15,Active,BR007
351,L000352,C04195,Auto Loan,1903676.0,11.95,84,2022-09-01,33554.2,1433917.2000000002,120,Written Off,BR030
352,L000353,C03770,Home Loan,5980410.0,17.7,84,2022-05-19,124645.89,4858596.99,0,Active,BR018
353,L000354,C00023,Personal Loan,919983.0,8.32,240,2026-03-26,7879.33,636327.12,0,Active,BR007
354,L000355,C03694,Home Loan,4961533.0,15.37,48,2025-12-29,139015.53,652051.5700000003,30,Active,BR016
355,L000356,C02471,Business Loan,3977119.0,14.15,24,2024-08-20,191234.9,2638474.7,15,Active,BR015
356,L000357,C02666,Home Loan,4344301.0,15.11,240,2024-01-08,57558.71,2675098.41,0,Active,BR014
357,L000358,C00327,Auto Loan,2480633.0,15.27,24,2020-09-20,120596.04,1033480.52,0,Active,BR008
358,L000359,C04439,Auto Loan,2326043.0,11.78,120,2024-11-06,33076.81,1829890.85,30,Active,BR012
359,L000360,C02076,Personal Loan,149644.0,12.95,60,2025-09-28,3401.03,27206.92,0,Active,BR001
360,L000361,C04472,Auto Loan,483393.0,17.96,48,2021-12-29,14189.57,227980.74,0,Active,BR008
361,L000362,C00975,Education Loan,1594143.0,7.31,120,2024-05-29,18765.05,1200076.95,0,Active,BR026
362,L000363,C02142,Auto Loan,1310974.0,11.83,24,2020-11-23,61608.07,1126149.79,0,Active,BR027
363,L000364,C01842,Business Loan,1666796.0,7.05,24,2021-11-13,74664.54,1144144.22,0,Active,BR030
364,L000365,C01901,Personal Loan,900041.0,15.52,180,2023-01-21,12918.94,861284.18,0,Active,BR020
365,L000366,C02811,Personal Loan,585271.0,10.25,48,2022-08-22,14914.35,242240.95,0,Active,BR023
366,L000367,C04953,Home Loan,2279548.0,11.21,240,2024-06-05,23855.88,1754718.64,0,Active,BR015
367,L000368,C02451,Personal Loan,84700.0,8.19,24,2022-06-13,3838.1,19452.300000000003,0,Active,BR011
368,L000369,C04582,Auto Loan,750666.0,14.56,24,2021-05-26,36240.55,98336.09999999998,0,Active,BR014
369,L000370,C00626,Education Loan,764955.0,17.64,48,2022-08-22,22326.91,206782.25,5,Active,BR011
370,L000371,C03970,Home Loan,10334672.0,10.5,48,2020-10-23,264602.53,6101031.52,0,Active,BR005
371,L000372,C04470,Personal Loan,814629.0,16.26,36,2025-01-17,28744.62,0.0,0,Active,BR028
372,L000373,C04905,Personal Loan,1476215.0,14.65,12,2022-02-08,132996.99,1210221.02,15,Active,BR028
373,L000374,C00543,Personal Loan,578612.0,12.61,240,2023-12-04,6618.77,492567.99,0,Active,BR024
374,L000375,C02873,Business Loan,640417.0,10.53,12,2022-08-11,56460.81,527495.38,0,Active,BR022
375,L000376,C00075,Education Loan,1131172.0,16.46,12,2023-09-24,102878.6,822536.2,0,Active,BR018
376,L000377,C03459,Education Loan,309945.0,16.87,36,2020-09-13,11030.34,1095.4799999999814,15,Active,BR028
377,L000378,C01324,Home Loan,3306844.0,7.42,24,2023-05-17,148686.37,3009471.26,0,Active,BR013
378,L000379,C04065,Education Loan,2323763.0,16.05,120,2021-02-21,38998.52,1738785.2000000002,0,Active,BR011
379,L000380,C03319,Business Loan,6106148.0,10.0,180,2020-07-03,65616.98,3940787.66,30,Active,BR008
380,L000381,C03564,Personal Loan,1331775.0,10.42,60,2022-12-13,28572.29,1160341.26,5,Active,BR020
381,L000382,C00932,Education Loan,1788615.0,9.85,24,2024-10-25,82411.73,305203.8600000001,5,Active,BR003
382,L000383,C01533,Personal Loan,1796864.0,12.32,180,2025-08-04,15055.29,736374.4299999999,15,Active,BR009
383,L000384,C04228,Education Loan,1064631.0,8.32,180,2024-07-29,10371.82,898681.88,0,Active,BR005
384,L000385,C00788,Auto Loan,1915838.0,15.84,84,2020-12-03,37878.12,1764325.52,0,Active,BR023
385,L000386,C04960,Education Loan,2115255.0,12.96,180,2020-07-17,26707.45,1581106.0,0,Active,BR011
386,L000387,C03092,Education Loan,120794.0,7.29,12,2022-07-17,10468.07,57985.58,0,Active,BR027
387,L000388,C00960,Education Loan,2407094.0,16.52,48,2021-04-15,68860.48,1580768.24,15,Active,BR010
388,L000389,C02948,Education Loan,2486508.0,10.52,84,2020-04-19,41950.13,1647505.4,0,Active,BR004
389,L000390,C04577,Education Loan,1202480.0,7.05,240,2022-04-19,9358.94,949788.62,15,Active,BR003
390,L000391,C01633,Home Loan,3504155.0,14.73,120,2024-12-22,55956.28,2105248.0,0,Active,BR021
391,L000392,C00113,Personal Loan,628117.0,9.19,48,2021-04-01,15687.45,235930.75,30,Active,BR010
392,L000393,C01471,Education Loan,1671071.0,10.29,12,2026-03-08,147139.17,641096.8099999999,30,Active,BR007
393,L000394,C00314,Personal Loan,1113205.0,9.26,60,2025-09-28,23249.03,392485.07000000007,0,Active,BR024
394,L000395,C01556,Auto Loan,513394.0,15.66,60,2026-05-28,12392.19,166412.68,0,Active,BR030
395,L000396,C03692,Education Loan,1199118.0,11.67,60,2025-01-16,26474.18,351944.24,0,Active,BR023
396,L000397,C02216,Education Loan,588243.0,15.92,24,2026-03-19,28779.73,0.0,5,Active,BR015
397,L000398,C02114,Education Loan,1182763.0,13.13,24,2023-12-20,56302.96,225612.68000000005,0,Active,BR005
398,L000399,C01112,Education Loan,1189441.0,12.24,36,2026-01-18,39642.94,119081.61999999988,60,Active,BR006
399,L000400,C03093,Education Loan,2438798.0,17.09,36,2022-05-29,87059.08,523498.24,0,Active,BR029
400,L000401,C02716,Personal Loan,303690.0,11.5,24,2022-04-29,14224.94,104540.84,0,Active,BR022
401,L000402,C00559,Business Loan,2194497.0,16.96,120,2020-08-25,38084.24,1318559.48,15,Active,BR028
402,L000403,C01646,Business Loan,1403453.0,7.2,12,2024-04-26,121565.66,309362.06000000006,15,Active,BR027
403,L000404,C00770,Home Loan,11216991.0,12.92,48,2020-01-02,300478.59,10015076.64,120,NPA,BR026
404,L000405,C00869,Auto Loan,1787338.0,13.61,12,2026-03-23,160152.13,1627185.87,0,Active,BR020
405,L000406,C03939,Personal Loan,1796864.0,12.75,240,2023-06-27,1377.2,78045.0,0,Active,BR029
406,L000407,C02158,Personal Loan,814589.0,7.31,84,2021-09-30,12418.14,442044.8000000001,0,Active,BR018
407,L000408,C04068,Education Loan,1367538.0,11.38,24,2025-04-03,63979.53,1111619.88,0,Active,BR030
408,L000409,C00615,Auto Loan,626309.0,17.65,48,2025-11-06,18283.48,169222.0,5,Active,BR021
409,L000410,C02722,Auto Loan,-500000.0,11.51,240,2022-09-11,17588.94,1138185.74,0,Active,BR010
410,L000411,C00480,Personal Loan,801817.0,11.99,12,2020-07-14,71236.72,588106.84,0,Active,BR020
411,L000412,C01732,Business Loan,5492275.0,14.53,60,2024-11-11,129309.76,3940557.88,0,Active,BR029
412,L000413,C04291,Auto Loan,999999999.0,17.02,60,2024-03-29,63403.43,1472219.69,0,Active,BR012
413,L000414,C03719,Personal Loan,606685.0,12.63,84,2023-03-23,10915.12,301061.64,0,Active,BR026
414,L000415,C02431,Auto Loan,494538.0,10.06,60,2024-11-26,10522.08,199919.76,0,Active,BR009
415,L000416,C04122,Education Loan,2088350.0,13.78,24,2025-12-09,100050.8,887740.3999999999,0,Active,BR010
416,L000417,C04026,Business Loan,3344426.0,11.22,180,2023-04-09,38475.94,2767286.9,0,Active,BR029
417,L000418,C04886,Auto Loan,2525702.0,14.18,48,2026-02-23,69246.81,1763987.09,0,Active,BR001
418,L000419,C00474,Auto Loan,756462.0,11.54,240,2021-08-12,8087.99,618966.17,0,Active,BR020
419,L000420,C04584,Home Loan,8516591.0,7.59,12,2024-06-29,739231.36,3341971.4800000004,0,Active,BR007
420,L000421,C04968,Business Loan,879534.0,8.91,60,2025-10-22,18219.29,751998.97,5,Active,BR019
421,L000422,C04379,Business Loan,4680422.0,13.98,120,2025-05-06,72614.97,3155507.63,0,Active,BR001
422,L000423,C00080,Business Loan,9034576.0,12.57,36,2022-01-06,302542.75,2076092.75,0,Active,BR028
423,L000424,C02446,Home Loan,8116478.0,9.53,24,2024-09-23,372776.03,5507045.79,0,Active,BR020
424,L000425,C00806,Auto Loan,1121949.0,17.16,24,2023-06-12,55557.99,177463.17000000004,0,Active,BR009
425,L000426,C00761,Home Loan,3378395.0,17.68,48,2021-09-24,98676.33,1799573.72,60,Active,BR018
426,L000427,C01955,Auto Loan,339596.0,10.13,48,2021-10-28,8634.25,175545.25,0,Active,BR013
427,L000428,C03981,Auto Loan,2380178.0,9.09,120,2025-01-15,30267.14,2016972.32,0,Active,BR024
428,L000429,C03245,Personal Loan,1478458.0,11.58,36,2022-07-02,48809.91,14160.699999999952,0,Active,BR024
429,L000430,C00147,Education Loan,1750844.0,12.52,12,2021-11-13,155986.6,1126897.6,0,Active,BR001
430,L000431,C04862,Business Loan,9002747.0,8.28,12,2022-03-07,784300.82,375437.9800000005,0,Active,BR006
431,L000432,C03413,Education Loan,387261.0,8.05,240,2025-09-25,3251.27,283220.36,0,Active,BR012
432,L000433,C03223,Home Loan,13717279.0,17.82,84,2021-06-08,286862.14,12856692.58,0,Active,BR021
433,L000434,C01192,Education Loan,264489.0,15.32,84,2022-10-02,5151.38,125401.74,90,Written Off,BR025
434,L000435,C01306,Auto Loan,874700.0,12.84,12,2025-09-11,78060.18,562459.28,0,Active,BR009
435,L000436,C00221,Home Loan,7889959.0,7.88,180,2024-06-03,74854.99,6617424.17,0,Active,BR025
436,L000437,C02854,Personal Loan,417152.0,17.56,12,2024-10-19,38157.19,150051.66999999998,0,Active,BR007
437,L000438,C04199,Personal Loan,1308598.0,16.75,48,2023-10-25,37590.61,744738.85,5,Active,BR025
438,L000439,C04609,Business Loan,4278856.0,12.06,48,2023-02-22,112804.78,1684346.06,30,Active,BR027
439,L000440,C04566,Home Loan,12295813.0,13.99,12,2024-01-04,1103947.75,7880022.0,5,Active,BR019
440,L000441,C04673,Personal Loan,393638.0,13.92,240,2023-06-03,4872.12,218241.68,0,Active,BR004
441,L000442,C02515,Auto Loan,1500102.0,9.95,36,2022-12-08,48368.87,0.0,0,Active,BR026
442,L000443,C02390,Auto Loan,884522.0,15.48,84,2025-05-16,17307.48,624909.8,0,Active,BR024
443,L000444,C03393,Education Loan,1547794.0,17.31,180,2024-02-29,24161.5,919595.0,0,Active,BR001
444,L000445,C01465,Home Loan,4269632.0,11.15,120,2020-08-14,59177.3,2612667.6,5,Active,BR009
445,L000446,C04436,Education Loan,245279.0,9.9,48,2024-03-14,6209.14,158351.03999999998,0,Active,BR030
446,L000447,C00225,Education Loan,574352.0,16.41,48,2021-11-02,16398.15,557953.85,0,Active,BR004
447,L000448,C01357,Home Loan,7345171.0,10.22,180,2024-08-17,79923.1,5906555.2,0,Active,BR030
448,L000449,C01146,Personal Loan,888743.0,11.09,240,2022-02-23,9228.0,768779.0,0,Active,BR017
449,L000450,C02389,Education Loan,2013423.0,11.78,120,2026-03-07,28631.29,1269009.46,0,Active,BR027
450,L000451,C01890,Education Loan,1355677.0,13.86,24,2020-01-28,65000.34,380671.9,0,Active,BR011
451,L000452,C00925,Education Loan,965126.0,17.88,240,2022-11-08,14805.83,935514.34,0,Active,BR019
452,L000453,C03113,Business Loan,9461157.0,15.51,48,2020-01-25,265763.47,2817070.250000001,15,Active,BR029
453,L000454,C03793,Business Loan,8460333.0,16.34,48,2020-07-27,241243.98,3876697.38,0,Active,BR011
454,L000455,C02087,Home Loan,4977314.0,8.85,180,2025-01-08,50040.06,4126632.98,0,Active,BR013
455,L000456,C02372,Personal Loan,816714.0,12.99,24,2021-04-11,38824.24,0.0,5,Active,BR012
456,L000457,C00312,Personal Loan,1221280.0,7.02,36,2022-11-10,37720.75,202819.75,0,Active,BR016
457,L000458,C00512,Auto Loan,2108848.0,8.27,12,2021-08-14,183708.75,1374013.0,30,Active,BR009
458,L000459,C02762,Business Loan,9106758.0,12.0,84,2021-08-06,160759.17,6534611.279999999,0,Active,BR007
459,L000460,C04038,Home Loan,14466406.0,9.95,48,2025-08-09,366558.16,6768684.640000001,0,Active,BR020
460,L000461,C02527,Business Loan,8606000.0,13.23,60,2025-06-01,196827.7,4472618.3,90,Written Off,BR008
461,L000462,C02184,Business Loan,668953.0,8.85,48,2023-03-22,16599.32,353565.92,0,Active,BR010
