,Complaint_ID,Customer_ID,Complaint_Date,Complaint_Type,Priority,Status,Resolution_Days,Channel
1312,CM001313,C01728,2026-01-13,TRANSACTION DISPUTE,Low,Open,,Social Media
1313,CM001314,C00453,2024-11-19,TRANSACTION DISPUTE,High,Escalated,,Social Media
1314,CM001315,C03661,2024-05-26,TRANSACTION DISPUTE,High,Escalated,,Call Center
1315,CM001316,C01348,2025-01-25,ACCOUNT SERVICE,Critical,Closed,2.0,Email
1316,CM001317,C02982,2024-02-14,ACCOUNT SERVICE,High,Escalated,,Social Media
1317,CM001318,C04806,2026-04-26,FRAUD COMPLAINT,Medium,Closed,0.0,Branch
1318,CM001319,C00980,2025-03-15,LOAN QUERY,Low,Closed,3.0,Email
1319,CM001320,C03116,2024-08-30,ACCOUNT SERVICE,Medium,Open,,Email
1320,CM001321,C02797,2025-12-01,ACCOUNT SERVICE,Critical,Closed,3.0,Branch
1321,CM001322,C00176,2026-01-20,TRANSACTION DISPUTE,Low,Open,,Branch
1322,CM001323,C02801,2024-08-06,CARD ISSUE,Low,Pending,,App
1323,CM001324,C03145,2024-12-31,CARD ISSUE,Medium,Open,,Call Center
1324,CM001325,C01325,2024-11-30,FRAUD COMPLAINT,High,Pending,,Social Media
1325,CM001326,C04906,2024-09-28,ACCOUNT SERVICE,Critical,Closed,7.0,Social Media
1326,CM001327,C04893,2024-07-28,CHARGES DISPUTE,Medium,Escalated,,Email
1327,CM001328,C00551,2024-09-25,LOAN QUERY,Medium,Escalated,,Branch
1328,CM001329,C04917,2024-12-29,CARD ISSUE,High,Open,,Social Media
1329,CM001330,C04527,2024-02-26,ACCOUNT SERVICE,Low,Open,,Branch
1330,CM001331,C04928,2024-05-11,ACCOUNT SERVICE,Low,Escalated,,App
1331,CM001332,C02591,2024-06-04,ACCOUNT SERVICE,Low,Closed,30.0,App
1332,CM001333,C03196,2024-07-04,CARD ISSUE,Medium,Open,,Email
1333,CM001334,C01723,2024-08-28,ACCOUNT SERVICE,Low,Open,,Email
1334,CM001335,C02806,2024-04-10,LOAN QUERY,Low,Pending,,Social Media
1335,CM001336,C00720,2024-12-16,KYC UPDATE,High,Pending,,Call Center
1336,CM001337,C03287,2025-08-11,CHARGES DISPUTE,High,Escalated,,Call Center
1337,CM001338,C01381,2024-08-15,CHARGES DISPUTE,High,Open,,Social Media
1338,CM001339,C00748,2026-02-04,ACCOUNT SERVICE,Medium,Pending,,Branch
1339,CM001340,C01837,2025-06-30,CARD ISSUE,Low,Pending,,Email
1340,CM001341,C02537,2024-03-31,TRANSACTION DISPUTE,High,Closed,2.0,Email
1341,CM001342,C04270,2025-01-08,KYC UPDATE,Critical,Pending,,Social Media
1342,CM001343,C03190,2026-04-26,ACCOUNT SERVICE,Low,Open,,App
1343,CM001344,C03271,2025-02-28,FRAUD COMPLAINT,Medium,Open,,Social Media
1344,CM001345,C02341,2025-10-02,ACCOUNT SERVICE,Low,Closed,15.0,Call Center
1345,CM001346,C00350,2026-06-28,FRAUD COMPLAINT,Low,Closed,0.0,Call Center
1346,CM001347,C02578,2026-06-28,ACCOUNT SERVICE,High,Pending,,Social Media
1347,CM001348,C00226,2025-09-06,ACCOUNT SERVICE,Medium,Open,,Branch
1348,CM001349,C00513,2025-11-14,LOAN QUERY,Low,Closed,,Social Media
1349,CM001350,C00857,2025-04-19,TRANSACTION DISPUTE,Low,Pending,,Social Media
1350,CM001351,C04369,2026-02-25,TRANSACTION DISPUTE,Medium,Pending,,Call Center
1351,CM001352,C02635,2026-09-05,KYC UPDATE,Low,Pending,,Social Media
1352,CM001353,C04371,2024-08-28,FRAUD COMPLAINT,Low,Closed,30.0,Call Center
1353,CM001354,C02997,2026-01-03,FRAUD COMPLAINT,Low,Open,,Email
1354,CM001355,C03860,2025-02-21,TRANSACTION DISPUTE,High,Open,,Email
1355,CM001356,C03777,2026-03-10,TRANSACTION DISPUTE,Low,Closed,10.0,Branch
1356,CM001357,C02097,2024-12-26,CARD ISSUE,Low,Escalated,,Social Media
1357,CM001358,C01598,2025-07-10,LOAN QUERY,Low,Escalated,,Branch
1358,CM001359,C02081,2024-04-02,KYC UPDATE,Low,Escalated,,Email
1359,CM001360,C01607,2024-02-17,LOAN QUERY,Medium,Open,,Social Media
1360,CM001361,C04324,2024-06-08,CHARGES DISPUTE,High,Closed,,Email
1361,CM001362,C00069,2025-12-26,FRAUD COMPLAINT,Critical,Pending,,Branch
1362,CM001363,C04376,2025-01-19,ACCOUNT SERVICE,High,Open,,App
1363,CM001364,C01241,2025-11-29,ACCOUNT SERVICE,Low,Open,,Branch
1364,CM001365,C04928,2025-02-11,CHARGES DISPUTE,Medium,Escalated,,App
1365,CM001366,C00995,2025-07-14,LOAN QUERY,Medium,Escalated,,Call Center
1366,CM001367,C01798,2025-03-29,LOAN QUERY,Medium,Escalated,,Social Media
1367,CM001368,C03903,2025-08-30,FRAUD COMPLAINT,High,Open,,Email
1368,CM001369,C03659,2024-11-22,TRANSACTION DISPUTE,Medium,Closed,3.0,Call Center
1369,CM001370,C04227,2025-04-17,ACCOUNT SERVICE,Low,Open,,Branch
1370,CM001371,C01784,2025-07-23,ACCOUNT SERVICE,High,Closed,2.0,Call Center
1371,CM001372,C02854,2025-10-06,FRAUD COMPLAINT,Medium,Open,,Social Media
1372,CM001373,C01232,2026-04-26,TRANSACTION DISPUTE,Low,Escalated,,Social Media
1373,CM001374,C01854,2025-04-30,KYC UPDATE,High,Closed,5.0,Branch
1374,CM001375,C02515,2026-03-01,LOAN QUERY,High,Pending,,Social Media
1375,CM001376,C02743,2024-08-21,ACCOUNT SERVICE,High,Escalated,,Call Center
1376,CM001377,C01668,2025-11-11,CHARGES DISPUTE,Low,Escalated,,Call Center
1377,CM001378,C04174,2024-12-26,LOAN QUERY,Critical,Escalated,,Call Center
1378,CM001379,C00721,2025-02-28,CARD ISSUE,Medium,Open,,Email
1379,CM001380,C04711,2026-04-28,CHARGES DISPUTE,Low,Escalated,,Call Center
1380,CM001381,C02931,2026-02-28,CARD ISSUE,Low,Closed,,Branch
1381,CM001382,C00190,2025-07-10,KYC UPDATE,Medium,Open,,Email
1382,CM001383,C04592,2024-01-08,CHARGES DISPUTE,Medium,Pending,,Social Media
1383,CM001384,C04261,2026-11-04,ACCOUNT SERVICE,Medium,Open,,Email
1384,CM001385,C02823,2024-07-13,LOAN QUERY,Medium,Pending,,App
1385,CM001386,C00304,2026-01-04,ACCOUNT SERVICE,Medium,Closed,7.0,Social Media
1386,CM001387,C03553,2025-12-12,CARD ISSUE,High,Closed,7.0,Social Media
1387,CM001388,C00860,2026-05-24,CHARGES DISPUTE,Low,Pending,,App
1388,CM001389,C00806,2024-10-30,KYC UPDATE,Low,Escalated,,Branch
1389,CM001390,C02561,2026-02-05,CHARGES DISPUTE,Medium,Closed,10.0,App
1390,CM001391,C03435,2024-08-27,CARD ISSUE,Medium,Closed,0.0,App
1391,CM001392,C04816,2025-12-01,LOAN QUERY,Low,Escalated,,Social Media
1392,CM001393,C02405,2026-04-22,CHARGES DISPUTE,High,Pending,,Email
1393,CM001394,C02749,2026-03-05,CARD ISSUE,Medium,Escalated,,Email
1394,CM001395,C00217,2024-01-15,FRAUD COMPLAINT,High,Escalated,,Branch
1395,CM001396,C01244,2026-06-13,ACCOUNT SERVICE,Low,Escalated,,Email
1396,CM001397,C01345,2024-08-13,CARD ISSUE,Low,Open,,App
1397,CM001398,C04471,2024-05-17,TRANSACTION DISPUTE,Low,Closed,15.0,Call Center
1398,CM001399,C03162,2025-03-27,LOAN QUERY,Medium,Open,,Call Center
1399,CM001400,C02866,2024-09-25,CHARGES DISPUTE,Low,Pending,,App
1400,CM001401,C03394,2025-07-27,CARD ISSUE,Low,Escalated,,Social Media
1401,CM001402,C04502,2024-01-24,TRANSACTION DISPUTE,Low,Pending,,Branch
1402,CM001403,C02753,2026-04-23,KYC UPDATE,Medium,Open,,Social Media
1403,CM001404,C04026,2025-06-23,CHARGES DISPUTE,Medium,Open,,Email
1404,CM001405,C04072,2024-07-20,FRAUD COMPLAINT,High,Closed,2.0,Call Center
1405,CM001406,C03189,2024-10-15,LOAN QUERY,Critical,Escalated,,Call Center
1406,CM001407,C03761,2025-01-06,KYC UPDATE,Medium,Escalated,,Social Media
1407,CM001408,C03020,2024-05-26,CHARGES DISPUTE,Critical,Escalated,,App
1408,CM001409,C00576,2026-06-06,FRAUD COMPLAINT,Low,Open,,Branch
1409,CM001410,C00408,2024-05-09,CHARGES DISPUTE,Low,Escalated,,Branch
1410,CM001411,C02563,2024-06-12,CHARGES DISPUTE,Critical,Pending,,Call Center
1411,CM001412,C02563,2025-04-06,KYC UPDATE,Medium,Closed,15.0,Branch
1412,CM001413,C04063,2024-01-21,TRANSACTION DISPUTE,Medium,Pending,,App
1413,CM001414,C03950,2025-11-12,ACCOUNT SERVICE,Low,Closed,5.0,App
1414,CM001415,C02084,2024-02-22,LOAN QUERY,Low,Closed,15.0,Email
1415,CM001416,C01854,2024-10-28,KYC UPDATE,High,Closed,10.0,App
1416,CM001417,C02014,2025-09-28,KYC UPDATE,Low,Escalated,,Branch
1417,CM001418,C04142,2025-10-21,CARD ISSUE,Medium,Pending,,Branch
1418,CM001419,C02016,2024-01-25,TRANSACTION DISPUTE,Medium,Escalated,,Social Media
1419,CM001420,C00422,2024-02-22,KYC UPDATE,Low,Pending,,Social Media
1420,CM001421,C03324,2026-04-23,CHARGES DISPUTE,Medium,Open,,Social Media
1421,CM001422,C00632,2024-11-18,,Low,Closed,0.0,Social Media
1422,CM001423,C01584,2024-06-03,LOAN QUERY,Low,Escalated,,App
1423,CM001424,C01519,2024-06-15,TRANSACTION DISPUTE,Medium,Closed,2.0,Social Media
1424,CM001425,C00031,2025-01-11,CARD ISSUE,Medium,Escalated,,Email
1425,CM001426,C02822,2024-07-20,CARD ISSUE,High,Escalated,,App
1426,CM001427,C01838,2025-09-09,TRANSACTION DISPUTE,Medium,Closed,5.0,Call Center
1427,CM001428,C02461,2024-03-09,FRAUD COMPLAINT,Medium,Pending,,Social Media
1428,CM001429,C04717,2025-12-16,FRAUD COMPLAINT,Low,Pending,,Social Media
1429,CM001430,C00214,2024-12-21,KYC UPDATE,Medium,Closed,15.0,Social Media
1430,CM001431,C04151,2025-01-10,CHARGES DISPUTE,High,Closed,2.0,Email
1431,CM001432,C04372,2024-11-28,FRAUD COMPLAINT,Low,Closed,3.0,Email
1432,CM001433,C03767,2026-06-17,TRANSACTION DISPUTE,High,Open,,Call Center
1433,CM001434,C03857,2025-06-12,ACCOUNT SERVICE,Medium,Pending,,App
1434,CM001435,C02321,2026-05-11,KYC UPDATE,Medium,Escalated,,Call Center
1435,CM001436,C01587,2024-12-08,FRAUD COMPLAINT,Medium,Escalated,,App
1436,CM001437,C03300,2024-06-11,ACCOUNT SERVICE,Low,Escalated,,App
1437,CM001438,C01403,2026-06-30,CARD ISSUE,Low,Escalated,,Social Media
1438,CM001439,C04265,2025-11-08,FRAUD COMPLAINT,Low,Closed,15.0,App
1439,CM001440,C04334,2025-03-24,FRAUD COMPLAINT,Low,Escalated,,Email
1440,CM001441,C03838,2024-05-11,CHARGES DISPUTE,Low,Open,,Social Media
1441,CM001442,C01048,2026-02-20,KYC UPDATE,Medium,Open,,App
1442,CM001443,C00968,2024-10-06,TRANSACTION DISPUTE,Low,Pending,,App
1443,CM001444,C04311,2026-12-06,CARD ISSUE,High,Closed,1.0,Call Center
1444,CM001445,C01193,2024-07-12,LOAN QUERY,Medium,Escalated,,Call Center
1445,CM001446,C01551,2024-02-26,KYC UPDATE,Low,Escalated,,Branch
1446,CM001447,C02823,2025-07-07,CHARGES DISPUTE,Medium,Closed,,App
1447,CM001448,C02197,2024-05-19,KYC UPDATE,Medium,Closed,1.0,Email
1448,CM001449,C02799,2026-01-24,CHARGES DISPUTE,Low,Closed,15.0,Call Center
1449,CM001450,C04422,2025-04-13,LOAN QUERY,Medium,Closed,3.0,Branch
1450,CM001451,C02179,2024-03-11,KYC UPDATE,Low,Escalated,,Branch
1451,CM001452,C01081,2025-05-16,TRANSACTION DISPUTE,Low,Pending,,Branch
1452,CM001453,C01264,2025-03-25,ACCOUNT SERVICE,High,Open,,App
1453,CM001454,C02031,2024-12-02,FRAUD COMPLAINT,Low,Escalated,,Social Media
1454,CM001455,C03619,2026-01-01,CARD ISSUE,High,Closed,2.0,Social Media
1455,CM001456,C00828,2024-10-20,FRAUD COMPLAINT,Low,Open,,Email
1456,CM001457,C00663,2025-04-06,TRANSACTION DISPUTE,Medium,Pending,,Email
1457,CM001458,C01558,2025-02-18,TRANSACTION DISPUTE,Medium,Closed,15.0,Social Media
1458,CM001459,C03471,2025-12-18,CARD ISSUE,Medium,Pending,,Email
1459,CM001460,C03995,2024-10-25,LOAN QUERY,Low,Closed,3.0,App
1460,CM001461,C04115,2025-09-22,CHARGES DISPUTE,Medium,Open,,Branch
1461,CM001462,C01848,2024-11-06,TRANSACTION DISPUTE,Medium,Escalated,,App
1462,CM001463,C04839,2026-04-13,FRAUD COMPLAINT,High,Pending,,Branch
1463,CM001464,C02506,2025-10-28,CHARGES DISPUTE,Medium,Pending,,Branch
1464,CM001465,C03064,2025-10-07,KYC UPDATE,Medium,Open,,Call Center
1465,CM001466,C00368,2025-01-28,ACCOUNT SERVICE,Low,Closed,5.0,Email
1466,CM001467,C02738,2025-03-27,KYC UPDATE,Medium,Pending,,Social Media
1467,CM001468,C01466,2026-05-18,ACCOUNT SERVICE,Medium,Closed,2.0,Call Center
1468,CM001469,C02246,2025-03-15,CHARGES DISPUTE,Medium,Pending,,Social Media
1469,CM001470,C03472,2026-02-11,LOAN QUERY,Medium,Open,,Social Media
1470,CM001471,C02867,2025-11-09,ACCOUNT SERVICE,Medium,Pending,,Branch
1471,CM001472,C00272,2026-06-16,TRANSACTION DISPUTE,Low,Closed,3.0,Call Center
1472,CM001473,C01104,2026-01-29,CARD ISSUE,Critical,Closed,2.0,App
1473,CM001474,C00697,2025-10-07,LOAN QUERY,Low,Escalated,,Email
1474,CM001475,C00415,2025-09-19,CHARGES DISPUTE,Low,Open,,Branch
1475,CM001476,C02921,2025-03-04,,Low,Escalated,,Email
1476,CM001477,C00385,2025-04-28,ACCOUNT SERVICE,Medium,Open,,Social Media
1477,CM001478,C04462,2024-10-08,KYC UPDATE,Low,Open,,Social Media
1478,CM001479,C00370,2025-01-25,TRANSACTION DISPUTE,Low,Closed,30.0,Branch
1479,CM001480,C00099,2024-08-24,TRANSACTION DISPUTE,Low,Pending,,Call Center
1480,CM001481,C04997,2024-03-21,CARD ISSUE,Medium,Pending,,Call Center
1481,CM001482,C04604,2024-06-13,KYC UPDATE,Medium,Pending,,Email
1482,CM001483,C00856,2026-06-09,CHARGES DISPUTE,Low,Pending,,Branch
1483,CM001484,C01411,2024-07-22,CARD ISSUE,Low,Pending,,Social Media
1484,CM001485,C04073,2025-03-11,KYC UPDATE,Low,Pending,,Branch
1485,CM001486,C04150,2025-10-11,ACCOUNT SERVICE,Low,Closed,5.0,Social Media
1486,CM001487,C02691,2025-10-14,ACCOUNT SERVICE,Medium,Pending,,Branch
1487,CM001488,C04814,2025-12-16,FRAUD COMPLAINT,High,Closed,15.0,App
1488,CM001489,C00750,2025-01-26,TRANSACTION DISPUTE,Low,Pending,,App
1489,CM001490,C00766,2025-12-30,LOAN QUERY,Medium,Pending,,Branch
1490,CM001491,C01195,2026-02-01,KYC UPDATE,Medium,Pending,,App
1491,CM001492,C03125,2024-02-01,LOAN QUERY,Medium,Open,,Call Center
1492,CM001493,C03096,2025-01-12,ACCOUNT SERVICE,High,Pending,,Social Media
1493,CM001494,C01360,2026-04-28,FRAUD COMPLAINT,High,Open,,Social Media
1494,CM001495,C02823,2025-02-28,CHARGES DISPUTE,Critical,Escalated,,App
1495,CM001496,C04363,2025-05-09,KYC UPDATE,High,Escalated,,App
1496,CM001497,C01496,2025-09-10,FRAUD COMPLAINT,Medium,Escalated,,App
1497,CM001498,C01392,2024-07-15,ACCOUNT SERVICE,High,Escalated,,Social Media
1498,CM001499,C02329,2024-07-28,CHARGES DISPUTE,Medium,Open,,Social Media
1499,CM001500,C04443,2025-09-12,TRANSACTION DISPUTE,Medium,Open,,App
1500,CM001501,C03460,2024-07-17,KYC UPDATE,High,Escalated,,Social Media
1501,CM001502,C03883,2026-01-24,LOAN QUERY,Low,Closed,5.0,Email
1502,CM001503,C01568,2026-03-09,TRANSACTION DISPUTE,Medium,Escalated,,App
1503,CM001504,C02345,2026-06-27,KYC UPDATE,Low,Closed,15.0,Branch
1504,CM001505,C00888,2025-09-27,KYC UPDATE,Medium,Escalated,,Call Center
1505,CM001506,C04310,2026-02-21,KYC UPDATE,High,Closed,30.0,Social Media
1506,CM001507,C03430,2024-06-22,CARD ISSUE,High,Escalated,,Branch
1507,CM001508,C04073,2025-06-10,CARD ISSUE,Medium,Closed,7.0,Social Media
1508,CM001509,C00033,2025-10-06,FRAUD COMPLAINT,High,Escalated,,App
1509,CM001510,C00685,2026-02-25,CHARGES DISPUTE,High,Open,,Email
1510,CM001511,C02562,2025-12-25,CHARGES DISPUTE,Medium,Escalated,,Email
1511,CM001512,C00854,2026-02-09,FRAUD COMPLAINT,Medium,Pending,,Social Media
1512,CM001513,C02681,2026-06-23,FRAUD COMPLAINT,Medium,Pending,,App
1513,CM001514,C01575,2024-12-18,TRANSACTION DISPUTE,Medium,Escalated,,Email
1514,CM001515,C00818,2024-12-29,ACCOUNT SERVICE,Medium,Pending,,Call Center
1515,CM001516,C02774,2024-08-04,KYC UPDATE,Low,Pending,,App
1516,CM001517,C03253,2025-06-17,KYC UPDATE,Medium,Closed,5.0,Email
1517,CM001518,C00034,2024-03-16,TRANSACTION DISPUTE,Critical,Escalated,,Branch
1518,CM001519,C01973,2025-04-09,CHARGES DISPUTE,Medium,Pending,,Social Media
1519,CM001520,C03388,2025-06-15,ACCOUNT SERVICE,Medium,Pending,,App
1520,CM001521,C02192,2025-12-04,KYC UPDATE,Low,Closed,30.0,Call Center
1521,CM001522,C02322,2024-03-22,FRAUD COMPLAIN,High,Pending,,Call Center
1522,CM001523,C00490,2026-03-24,TRANSACTION DISPUTE,Critical,Pending,,Call Center
1523,CM001524,C00263,2024-09-12,LOAN QUERY,Medium,Escalated,,App
1524,CM001525,C00749,2025-06-08,CHARGES DISPUTE,High,Closed,7.0,Social Media
1525,CM001526,C00845,2024-04-21,FRAUD COMPLAINT,Low,Pending,,Call Center
1526,CM001527,C01743,2025-03-03,FRAUD COMPLAINT,Medium,Closed,30.0,Branch
1527,CM001528,C04850,2024-06-10,FRAUD COMPLAINT,High,Open,,Call Center
1528,CM001529,C04669,2025-03-15,CHARGES DISPUTE,Low,Pending,,App
1529,CM001530,C02253,2025-10-03,LOAN QUERY,Low,Open,,App
1530,CM001531,C02721,2024-05-02,TRANSACTION DISPUTE,Medium,Closed,5.0,Branch
1531,CM001532,C02450,2024-01-25,CHARGES DISPUTE,Low,Closed,,Branch
1532,CM001533,C01105,2024-09-26,LOAN QUERY,Low,Escalated,,Call Center
1533,CM001534,C03303,2025-07-30,FRAUD COMPLAINT,Low,Closed,5.0,Email
1534,CM001535,C03597,2026-03-21,TRANSACTION DISPUTE,Medium,Open,,Email
1535,CM001536,C03499,2024-03-27,CARD ISSUE,High,Open,,App
1536,CM001537,C00508,2025-05-30,ACCOUNT SERVICE,Medium,Pending,,Social Media
1537,CM001538,C03079,2025-07-26,LOAN QUERY,Medium,Pending,,Branch
1538,CM001539,C03062,2024-04-25,KYC UPDATE,Low,Open,,Social Media
1539,CM001540,C04772,2024-07-02,FRAUD COMPLAINT,High,Escalated,,Branch
1540,CM001541,C01060,2025-03-28,CHARGES DISPUTE,Medium,Escalated,,Email
1541,CM001542,C01738,2024-11-06,ACCOUNT SERVICE,High,Open,,Call Center
1542,CM001543,C03321,2025-02-12,CARD ISSUE,Low,Escalated,,App
1543,CM001544,C01522,2024-02-28,CHARGES DISPUTE,Low,Open,,Social Media
1544,CM001545,C03348,2025-04-14,CARD ISSUE,Low,Pending,,Social Media
1545,CM001546,C00155,2024-08-05,ACCOUNT SERVICE,Critical,Pending,,Email
1546,CM001547,C03059,2026-04-05,CHARGES DISPUTE,Low,Open,,App
1547,CM001548,C01437,2024-03-27,FRAUD COMPLAINT,High,Closed,2.0,App
1548,CM001549,C04074,2024-07-15,FRAUD COMPLAINT,Low,Open,,Social Media
1549,CM001550,C03482,2026-03-18,CHARGES DISPUTE,Low,Open,,Social Media
1550,CM001551,C01734,2024-09-01,CARD ISSUE,Low,Pending,,Social Media
1551,CM001552,C04350,2025-10-19,KYC UPDATE,Medium,Closed,2.0,Social Media
1552,CM001553,C04620,2024-08-27,ACCOUNT SERVICE,Medium,Pending,,Email
1553,CM001554,C01796,2024-04-20,FRAUD COMPLAINT,Medium,Open,,Social Media
1554,CM001555,C00051,2025-07-06,CHARGES DISPUTE,Low,Closed,7.0,App
1555,CM001556,C02397,2024-06-02,TRANSACTION DISPUTE,Low,Pending,,Social Media
1556,CM001557,C02175,2024-05-15,TRANSCTION DISPUTE,Medium,Escalated,,Call Center
1557,CM001558,C01351,2025-06-19,TRANSACTION DISPUTE,Low,Pending,,Social Media
1558,CM001559,C02803,2024-10-29,KYC UPDATE,Low,Open,,Email
1559,CM001560,C01055,2024-05-13,CHARGES DISPUTE,Low,Escalated,,Branch
1560,CM001561,C04452,2024-10-27,FRAUD COMPLAINT,Low,Closed,10.0,Branch
1561,CM001562,C02657,2024-04-23,CARD ISSUE,Low,Escalated,,Email
1562,CM001563,C02798,2024-02-15,FRAUD COMPLAINT,Low,Pending,,Branch
1563,CM001564,C03285,2025-12-06,FRAUD COMPLAINT,Low,Closed,2.0,Email
1564,CM001565,C00734,2025-06-26,LOAN QUERY,Low,Open,,App
1565,CM001566,C00911,2024-10-08,CHARGES DISPUTE,Low,Pending,,Branch
1566,CM001567,C03206,2025-09-03,TRANSACTION DISPUTE,Medium,Closed,30.0,App
1567,CM001568,C02937,2026-05-19,ACCOUNT SERVICE,Medium,Open,,App
1568,CM001569,C00351,2026-04-28,LOAN QUERY,Low,Closed,2.0,Email
1569,CM001570,C04763,2024-11-11,ACCOUNT SERVICE,High,Pending,,Branch
1570,CM001571,C03455,2025-08-28,CARD ISSUE,Medium,Open,,App
1571,CM001572,C02127,2024-02-29,TRANSACTION DISPUTE,Medium,Pending,,Email
1572,CM001573,C00566,2026-02-13,TRANSACTION DISPUTE,Low,Open,,Social Media
1573,CM001574,C04151,2025-12-30,CARD ISSU,Medium,Closed,2.0,Social Media
1574,CM001575,C04602,2025-01-09,ACCOUNT SERVICE,Medium,Closed,5.0,Social Media
1575,CM001576,C00797,2025-03-14,LOAN QUERY,Critical,Open,,Call Center
1576,CM001577,C01993,2025-12-11,FRAUD COMPLAINT,Low,Escalated,,App
1577,CM001578,C02293,2024-03-27,FRAUD COMPLAINT,Low,Escalated,,Social Media
1578,CM001579,C04263,2026-02-23,TRANSACTION DISPUTE,Critical,Open,,Email
1579,CM001580,C01022,2024-07-30,FRAUD COMPLAINT,High,Escalated,,App
1580,CM001581,C01235,2024-04-10,CHARGES DISPUTE,Medium,Escalated,,Branch
1581,CM001582,C03195,2025-01-11,CARD ISSUE,Low,Pending,,App
1582,CM001583,C01265,2026-06-29,ACCOUNT SERVICE,High,Closed,10.0,Branch
1583,CM001584,C00623,2026-05-30,CHARGES DISPUTE,Low,Pending,,Call Center
1584,CM001585,C01154,2025-12-27,TRANSACTION DISPUTE,Medium,Escalated,,Email
1585,CM001586,C02600,2024-08-20,LOAN QUERY,Low,Escalated,,Social Media
1586,CM001587,C00510,2024-08-20,LOAN QUERY,High,Closed,10.0,Email
1587,CM001588,C01704,2024-03-29,ACCOUNT SERVICE,Low,Closed,10.0,App
1588,CM001589,C01935,2024-04-02,KYC UPDATE,Medium,Escalated,,Call Center
1589,CM001590,C03367,2025-06-25,LOAN QUERY,Medium,Closed,,Branch
1590,CM001591,C00880,2025-08-21,CARD ISSUE,Medium,Escalated,,Branch
1591,CM001592,C01662,2024-04-21,ACCOUNT SERVICE,Low,Closed,15.0,Social Media
1592,CM001593,C03052,2026-05-03,FRAUD COMPLAINT,Critical,Escalated,,Branch
1593,CM001594,C03437,2024-10-05,CARD ISSUE,Medium,Pending,,Social Media
1594,CM001595,C00272,2026-05-25,LOAN QUERY,High,Pending,,App
1595,CM001596,C00737,2024-11-18,CHARGES DISPUTE,Medium,Open,,Branch
1596,CM001597,C00265,2024-05-07,LOAN QUERY,Low,Pending,,Branch
1597,CM001598,C00835,2025-07-18,KYC UPDATE,Low,Escalated,,Call Center
1598,CM001599,C00501,2026-04-27,TRANSACTION DISPUTE,High,Closed,7.0,Call Center
1599,CM001600,C01998,2025-03-05,CHARGES DISPUTE,Medium,Closed,10.0,App
1600,CM001601,C01593,2024-06-05,CHARGES DISPUTE,Critical,Closed,5.0,Social Media
1601,CM001602,C04871,2025-09-29,TRANSACTION DISPUTE,Medium,Escalated,,Email
1602,CM001603,C03099,2025-03-27,CARD ISSU,Low,Pending,,Email
1603,CM001604,C03011,2024-10-15,TRANSACTION DISPUTE,High,Escalated,,Social Media
1604,CM001605,C01157,2024-02-25,CHARGES DISPUTE,Low,Closed,5.0,Branch
1605,CM001606,C01545,2024-09-25,ACCOUNT SERVICE,High,Pending,,Social Media
1606,CM001607,C02561,2024-11-13,CARD ISSUE,High,Closed,15.0,App
1607,CM001608,C02349,2026-02-18,CHARGES DISPUTE,Medium,Escalated,,App
1608,CM001609,C03082,2024-01-17,CHARGES DISPUTE,Critical,Escalated,,App
1609,CM001610,C01417,2024-12-03,LOAN QUERY,Low,Open,,Social Media
1610,CM001611,C00692,2024-03-22,CHARGES DISPUTE,Low,Pending,,Social Media
1611,CM001612,C02906,2025-10-15,TRANSACTION DISPUTE,Low,Pending,,Social Media
1612,CM001613,C00524,2025-03-29,CARD ISSUE,Medium,Escalated,,Branch
1613,CM001614,C04226,2024-05-06,TRANSACTION DISPUTE,Medium,Escalated,,Call Center
1614,CM001615,C01096,2024-07-04,LOAN QUERY,Medium,Escalated,,Call Center
1615,CM001616,C03669,2026-03-08,TRANSACTION DISPUTE,High,Pending,,Branch
1616,CM001617,C03828,2024-12-31,KYC UPDATE,Medium,Open,,Email
1617,CM001618,C00214,2026-02-17,CARD ISSUE,Critical,Escalated,,Call Center
1618,CM001619,C02023,2025-08-19,LOAN QUERY,Low,Pending,,Branch
1619,CM001620,C03389,2025-09-13,CHARGES DISPUTE,Medium,Escalated,,Branch
1620,CM001621,C03428,2024-05-18,TRANSACTION DISPUTE,Medium,Open,,Email
1621,CM001622,C02881,2025-08-27,CHARGES DISPUTE,Low,Open,,Social Media
1622,CM001623,C04617,2026-03-24,CHARGES DISPUTE,Low,Open,,Social Media
1623,CM001624,C04616,2024-08-29,TRANSACTION DISPUTE,Medium,Open,,Email
1624,CM001625,C04716,2025-10-05,LOAN QUERY,Low,Open,,Call Center
1625,CM001626,C00470,2026-05-13,FRAUD COMPLAIN,Low,Open,,Email
1626,CM001627,C02288,2026-01-04,LOAN QUERY,High,Closed,15.0,Email
1627,CM001628,C00097,2026-03-05,CARD ISSUE,Low,Escalated,,Branch
1628,CM001629,C04897,2024-07-12,FRAUD COMPLAINT,High,Open,,Email
1629,CM001630,C01982,2025-01-16,ACCOUNT SERVICE,Low,Escalated,,Email
1630,CM001631,C02491,2025-04-23,KYC UPDATE,Low,Pending,,Social Media
1631,CM001632,C03022,2024-05-22,KYC UPDATE,Medium,Open,,Email
1632,CM001633,C01365,2024-10-27,ACCOUNT SERVICE,Medium,Open,,Email
1633,CM001634,C01455,2024-12-28,LOAN QUERY,Medium,Open,,Call Center
